id,source,destination,shortest path length,diversion path length,sample time,target id
veh0,1231977687,49502094,653.282,668.132,1003,34168007
veh1,5963192251,34167941,632.010,647.434,1063,34168007
veh2,2319997661,5830956970,646.171,700.360,201,108368
veh3,26652959,1692502411,580.006,635.835,818,703524044
veh4,302397746,4712600952,774.757,842.393,1116,703524044
veh5,21558065,3683048297,595.574,663.210,913,703524044
veh6,26652971,1694671757,548.296,615.932,847,703524044
veh7,27510913,378757154,629.615,705.931,1214,703524044
veh8,26389711,48644985,712.606,768.435,1002,703524044
veh9,1208528198,106881,631.514,672.746,1270,703524044
veh10,96071528,34104965,790.220,857.856,1217,703524044
veh11,24789842,198238,700.482,754.458,1054,34168007
veh12,26593005,198235,736.398,781.836,976,34168007
veh13,109719,288164060,662.865,728.901,967,34168007
veh14,cluster_109679_1691189628_3818359146_5904372083,18056487,727.491,783.320,916,703524044
veh15,1210187601,106877,697.609,712.459,1419,34168007
veh16,27511250,106863,693.389,727.714,1333,34168007
veh17,18129855,659504045,837.759,904.390,1428,34168007
veh18,846869652,108621,745.297,808.454,898,34168007
veh19,cluster_3818359116_3818359126_3818359130_3818359137,1490928684,712.199,830.180,738,1249708436
veh20,1110941499,1692502311,694.063,755.287,999,703524044
veh21,5162003756,1959010472,663.375,731.011,1028,703524044
veh22,26389817,985082001,730.450,786.279,918,703524044
veh23,1691695903,110156,576.018,661.028,1037,703524044
veh24,26607504,198268,656.806,710.782,981,34168007
veh25,306463107,5830976698,624.566,680.395,1034,703524044
veh26,37890015,28800231,756.035,823.010,389,108368
veh27,95984585,25500800,660.990,728.626,1122,703524044
veh28,26607506,3763604787,695.670,749.646,958,34168007
veh29,26594474,1698677656,648.834,752.635,829,1249708436
veh30,26389708,cluster_142387609_28800253,719.887,821.879,728,703524044
veh31,24500536,2280537644,846.151,909.797,239,108368
veh32,cluster_37887667_37888051,392505801,672.417,747.501,352,108368
veh33,26592968,47223017,668.446,772.247,646,1249708436
veh34,26389346,6379838735,758.357,812.333,1236,34168007
veh35,37868246,659504045,797.388,864.019,1153,34168007
veh36,26389728,1828734465,683.843,699.267,991,34168007
veh37,26607518,1699964731,667.889,735.525,933,703524044
veh38,1691695943,419332719,543.783,620.099,844,703524044
veh39,4547130923,cluster_108649_48697698,714.725,782.361,1126,703524044
veh40,95991607,6379825177,666.008,734.137,1119,703524044
veh41,866631081,198235,701.992,755.968,1146,34168007
veh42,866650037,198276,830.385,884.361,1180,34168007
veh43,3749560241,251626701,635.935,703.571,939,703524044
veh44,26389696,3362649849,739.001,804.500,821,703524044
veh45,1691189749,288167137,729.251,785.080,823,703524044
veh46,490256314,1691122810,591.446,672.213,909,703524044
veh47,1231977688,110150,566.883,644.070,944,703524044
veh48,18129885,cluster_618311885_900771054,756.804,823.435,987,34168007
veh49,1960840426,1761084812,660.754,725.700,308,108368
veh50,866630798,cluster_109374_1961159897,692.208,759.844,1747,703524044
veh51,387845032,49479226,651.360,707.189,2022,703524044
veh52,26389696,5659807626,651.980,707.809,1718,703524044
veh53,711568975,25475225,592.773,660.409,1745,703524044
veh54,866578035,419243848,637.528,705.164,1925,703524044
veh55,24789843,34167925,641.607,657.031,2048,34168007
veh56,96081286,28800414,668.267,729.754,2080,703524044
veh57,cluster_1143653942_27510982,3362649801,735.621,839.422,1819,1249708436
veh58,109717,5659817721,608.260,675.896,1836,703524044
veh59,37888940,2670051594,685.453,753.089,2015,703524044
veh60,12197370,288164005,670.630,738.266,1902,703524044
veh61,cluster_109679_1691189628_3818359146_5904372083,cluster_122526274_48932366,709.522,727.800,2252,34168007
veh62,5460261648,48695361,661.237,717.066,2170,703524044
veh63,26592036,1163126604,671.841,686.691,2232,34168007
veh64,1938018125,4915768591,771.303,821.074,2149,34168007
veh65,448516398,cluster_1694422268_1763373559_25544403,591.752,647.581,1898,703524044
veh66,24826872,1694422231,620.158,669.307,1513,108368
veh67,96084310,108594,734.654,794.460,2499,34168007
veh68,96078500,727633299,661.612,717.441,1989,703524044
veh69,96077146,109382,666.484,722.313,2082,703524044
veh70,1851327954,cluster_28800369_48300372,668.167,735.803,2204,703524044
veh71,245802402,cluster_109376_47318732,601.858,669.494,2112,703524044
veh72,1851327954,985081806,768.118,832.856,2075,34168007
veh73,37897879,1761166280,695.989,763.625,2301,703524044
veh74,96071472,648861177,700.625,761.162,1554,108368
veh75,12197090,1826819691,671.338,727.167,2201,703524044
veh76,96071563,5830976700,659.451,727.087,2390,703524044
veh77,1691189717,1767293914,643.866,699.695,2196,703524044
veh78,37888940,10529804,662.415,667.027,2345,34168007
veh79,37896747,249225286,712.039,755.085,2502,34168007
veh80,37885354,2264271410,784.255,838.231,2591,34168007
veh81,295906093,5830976698,570.729,638.365,2259,703524044
veh82,2681420503,387640640,673.281,688.131,2315,34168007
veh83,128332927,2584009050,637.960,647.245,1531,108368
veh84,5284375011,6375004529,571.436,639.072,2210,703524044
veh85,306463105,34223050,659.329,714.591,2535,34168007
veh86,26592978,1843097742,720.530,786.910,2267,703524044
veh87,25524225,110181,553.265,620.901,2265,703524044
veh88,37896747,2995850623,707.865,773.053,1737,108368
veh89,cluster_1960905117_3502507863_4760956487,109419,631.834,699.470,2349,703524044
veh90,5195068600,900714122,677.116,691.966,2412,34168007
veh91,2322301372,26921264,780.858,795.708,2510,34168007
veh92,677523029,1692502383,582.840,650.476,2261,703524044
veh93,cluster_26389732_5154416288_5154417296,6231052359,655.921,671.345,2338,34168007
veh94,25507338,cluster_2584009058_2584009059_2584009066_2584035609_2584068601_2584077858_371525830,566.793,634.429,2206,703524044
veh95,31200015,25477232,656.497,743.288,2360,1249708436
veh96,109867,cluster_108473_1162226076,695.066,709.916,2404,34168007
veh97,1141823163,985081806,806.702,871.440,2504,34168007
veh98,1141868543,3362649807,741.851,845.652,2359,1249708436
veh99,37890015,cluster_108649_48697698,774.347,841.983,2649,703524044
veh100,95985909,2058123413,648.907,716.543,3013,703524044
veh101,26594443,900848169,831.097,897.728,2947,34168007
veh102,26592181,34167252,679.210,694.060,3134,34168007
veh103,37869361,6379830499,668.018,735.654,3007,703524044
veh104,2314796043,1841441886,633.165,665.639,2800,34168007
veh105,95960626,4037557120,589.636,657.272,2917,703524044
veh106,5198842672,198272,795.668,849.644,3316,34168007
veh107,1960905141,659503866,669.134,736.770,3101,703524044
veh108,96072466,cluster_56474370_6379825178,624.104,689.538,3079,1249708436
veh109,3926057442,1685806891,686.523,754.159,3276,703524044
veh110,392514202,5831149881,714.620,770.449,3159,703524044
veh111,18130212,106867,679.978,694.828,3310,34168007
veh112,cluster_25507335_25507337,26662535,643.595,711.231,3015,703524044
veh113,306462830,659504275,854.726,907.161,3418,34168007
veh114,cluster_26593006_892936760,6379834147,661.629,729.265,3433,703524044
veh115,cluster_108311_108339,28800370,588.430,656.066,3192,703524044
veh116,3749560242,1973260655,575.357,586.578,3330,34168007
veh117,1275788949,18060014,677.893,733.722,3342,703524044
veh118,31200021,10529810,764.085,778.935,3323,34168007
veh119,96072412,198264,743.079,807.817,3338,34168007
veh120,1394714394,1692431899,619.159,698.228,2696,108368
veh121,27089782,49479226,660.202,716.031,3371,703524044
veh122,37898858,48295081,740.598,808.234,3459,703524044
veh123,362229866,1692502411,548.813,616.449,3282,703524044
veh124,cluster_12816133_2080485435,29799473,661.453,676.303,3489,34168007
veh125,3926057441,cluster_106831_2624855755,710.381,778.017,3461,703524044
veh126,5267783268,5659807626,607.908,675.544,3375,703524044
veh127,96071540,2360806659,699.017,713.867,3680,34168007
veh128,cluster_846861618_846861634,1536523240,608.846,708.697,3170,1249708436
veh129,26607504,648861168,595.453,663.089,3339,703524044
veh130,21036397,1141487761,532.545,628.083,2790,108368
veh131,cluster_24801621_24803600,3362649849,671.401,740.432,2788,108368
veh132,37888940,5688750647,845.090,911.721,3687,34168007
veh133,3946375401,1826845409,695.976,763.612,3377,703524044
veh134,3749560242,1770505874,588.485,656.121,3456,703524044
veh135,1685938587,1163157556,678.303,678.957,3493,34168007
veh136,1960840420,985081806,789.028,817.676,2804,108368
veh137,95987717,3050371740,630.684,698.320,3428,703524044
veh138,866630794,648861183,735.644,803.280,3463,703524044
veh139,392513936,1841465051,741.191,741.845,3674,34168007
veh140,4547130925,419332719,585.689,662.005,3465,703524044
veh141,cluster_1960905117_3502507863_4760956487,108432,652.366,716.461,3437,1249708436
veh142,1685947985,109382,666.782,730.877,3442,1249708436
veh143,96070582,1732797537,665.495,749.849,3640,703524044
veh144,37888589,2280537644,901.741,968.372,3754,34168007
veh145,2322301373,4654873353,741.506,756.930,3947,34168007
veh146,490253810,1838084489,617.177,720.978,3439,1249708436
veh147,26607502,1692502387,555.965,623.601,3467,703524044
veh148,1141823163,cluster_25475902_282712,635.703,739.542,3728,703524044
veh149,24789289,288162945,729.330,792.976,3213,108368
veh150,1685936216,5213502846,784.326,836.761,4056,34168007
veh151,490256321,5213502837,665.449,719.425,3930,34168007
veh152,4840727024,1163154940,656.281,671.131,3964,34168007
veh153,12816120,106863,617.141,648.112,4230,34168007
veh154,26389702,1774147328,597.385,653.214,3968,703524044
veh155,26389322,900761798,798.388,854.217,4149,703524044
veh156,26592996,3682527989,688.580,704.004,4412,34168007
veh157,96071581,4872500552,687.038,729.277,3718,108368
veh158,2514569280,900761822,786.976,843.757,3631,108368
veh159,5999966224,4712600943,728.746,784.575,4239,703524044
veh160,2151161538,25477049,557.863,636.932,3680,108368
veh161,26594444,110166,670.801,738.437,4357,703524044
veh162,4760947343,18064468,762.496,830.132,4268,703524044
veh163,2314796043,430771064,604.071,707.872,4068,1249708436
veh164,cluster_245802474_2774690535_810371985,1695218650,580.420,648.056,4264,703524044
veh165,21036396,cluster_1972650335_31081144,563.161,578.011,4293,34168007
veh166,26607512,1542122442,722.141,788.012,4383,34168007
veh167,677523029,25500799,619.715,684.519,4249,1249708436
veh168,26592964,900714130,703.708,718.558,4572,34168007
veh169,96078500,25775314,642.865,698.694,4241,703524044
veh170,37875592,4915768584,781.650,849.286,4539,703524044
veh171,26607514,648861124,662.394,706.022,4578,34168007
veh172,37884357,6462722977,707.362,774.998,4536,703524044
veh173,800232974,4915768584,692.750,748.579,4420,703524044
veh174,26389752,cluster_109374_1961159897,621.291,677.120,4515,703524044
veh175,cluster_12816133_2080485435,1763037855,599.355,666.991,4509,703524044
veh176,442864066,6008524258,613.676,673.885,3997,108368
veh177,37897879,6202453737,729.929,797.565,4727,703524044
veh178,26389815,106861,674.635,716.461,4862,34168007
veh179,37888589,4540828146,763.310,830.946,4719,703524044
veh180,1210483314,198237,798.935,852.911,4831,34168007
veh181,3044370436,1692502411,573.980,629.809,4445,703524044
veh182,1960905141,1379435163,566.722,616.822,4634,703524044
veh183,27511221,28800219,725.969,829.770,4518,1249708436
veh184,1268041158,5683490018,591.172,647.001,4511,703524044
veh185,5267783268,6504564836,539.064,615.380,4631,703524044
veh186,5963192251,1163154940,669.964,684.814,4850,34168007
veh187,cluster_37884697_866577639,48644985,729.393,797.029,4716,703524044
veh188,37898863,cluster_110201_47223092,698.441,802.242,4518,1249708436
veh189,37885072,672653048,824.488,891.119,4854,34168007
veh190,cluster_26592071_26592100,25500800,653.820,721.456,4872,703524044
veh191,3818359102,4034102515,629.734,685.563,4598,703524044
veh192,1106651553,48705184,772.316,828.145,4779,703524044
veh193,21558065,727632926,610.923,679.954,4048,108368
veh194,96072466,6199865127,669.367,737.003,4729,703524044
veh195,24789239,106877,631.776,646.626,5020,34168007
veh196,31200018,31146495,686.680,701.530,5115,34168007
veh197,448516398,47223014,672.139,776.305,4789,1249708436
veh198,26592120,6565125755,728.832,796.468,4807,703524044
veh199,27510923,1770308209,652.265,719.901,5173,703524044
veh200,18129852,1163127624,721.833,736.683,5119,34168007
veh201,490256314,cluster_1694671786_2312416640,546.897,614.533,4895,703524044
veh202,cluster_109676_109677,659504272,860.944,913.379,5207,34168007
veh203,cluster_1141822830_198042_3926057436_3926057443,444437182,749.825,853.626,5058,1249708436
veh204,26389319,1695218650,642.064,697.893,5442,703524044
veh205,96071542,6379836209,754.282,808.258,5227,34168007
veh206,37891541,198264,814.679,879.417,5461,34168007
veh207,469876314,1763610782,699.271,766.907,5254,703524044
veh208,3926025076,2533429295,801.452,869.088,5408,703524044
veh209,866630853,3309729113,735.947,803.583,5687,703524044
veh210,26592129,5830967581,618.438,702.792,5345,703524044
veh211,96082197,5830976697,632.607,694.094,5319,703524044
veh212,4840732739,106863,604.714,639.039,5558,34168007
veh213,1233349552,109384,643.885,708.059,5420,1249708436
veh214,1715223165,648861126,646.131,678.605,5407,34168007
veh215,1360237843,4639487256,697.267,697.921,5458,34168007
veh216,cluster_31200011_31200012,5360013218,714.847,728.914,5662,34168007
veh217,37874192,2573796005,807.711,861.687,5646,34168007
veh218,306465662,1841352339,681.064,699.342,5649,34168007
veh219,24789249,108477,754.184,769.034,5748,34168007
veh220,cluster_198038_37884367,249225286,665.414,708.460,5829,34168007
veh221,24789843,18056488,706.703,774.339,5678,703524044
veh222,21558065,108581,679.402,694.252,5591,34168007
veh223,5188048781,31146347,673.384,688.234,6027,34168007
veh224,26592140,4970207286,734.240,801.876,5617,703524044
veh225,2322301370,109424,681.811,754.274,5799,703524044
veh226,4897234614,1763409768,635.748,691.577,5499,703524044
veh227,1851328033,4684512369,856.827,923.458,5732,34168007
veh228,26607509,5683492729,557.918,625.554,5716,703524044
veh229,26593000,6379838733,738.726,784.164,5824,34168007
veh230,447110772,618311869,861.171,885.838,5037,108368
veh231,109865,48677481,699.309,766.945,5801,703524044
veh232,2527760561,108594,643.024,710.660,5681,703524044
veh233,5999966224,248175135,593.346,649.175,5860,703524044
veh234,2322301370,5852344477,721.739,825.540,5961,1249708436
veh235,26592137,3362649849,718.870,796.176,5708,703524044
veh236,cluster_14457894_27089784,1163126895,685.828,686.482,6000,34168007
veh237,cluster_21558066_3223489432,5334362571,616.430,631.280,6004,34168007
veh238,26592963,cluster_109374_1961159897,598.071,665.707,5803,703524044
veh239,277474199,6388387129,688.927,744.756,5949,703524044
veh240,2497968773,419242224,530.321,599.352,5297,108368
veh241,881874810,1828734465,740.610,756.034,6111,34168007
veh242,844881313,1812773806,675.116,729.092,6104,34168007
veh243,1675683633,cluster_106825_48697720,740.323,799.567,5471,108368
veh244,26592042,727633324,650.670,718.306,5980,703524044
veh245,109867,1763610760,600.520,668.455,5869,1249708436
veh246,26592073,3763600768,700.126,754.102,6287,34168007
veh247,18129855,31081178,703.203,718.053,6393,34168007
veh248,988666337,343153333,585.054,656.684,5575,108368
veh249,5267783268,108447,656.059,723.695,6071,703524044
veh250,26592964,343147581,593.277,660.913,6065,703524044
veh251,26594444,18060031,701.465,769.101,6247,703524044
veh252,25524224,18060033,558.079,625.715,6257,703524044
veh253,cluster_37892882_37892883,5659845085,710.310,777.946,6245,703524044
veh254,27320371,371588293,718.586,786.222,6606,703524044
veh255,cluster_37874195_37877761,900761773,788.319,855.955,6523,703524044
veh256,26652926,2395393556,652.472,706.448,6458,34168007
veh257,2322301371,2995850623,668.679,753.033,6516,703524044
veh258,866577717,648861124,739.041,782.669,6838,34168007
veh259,4547130923,6379830500,655.294,722.930,6526,703524044
veh260,858395770,108428,597.312,664.948,6424,703524044
veh261,12816120,25775386,663.709,730.380,6489,703524044
veh262,26607503,1761084812,585.395,653.031,6580,703524044
veh263,364653468,198242,641.720,709.356,6612,703524044
veh264,cluster_26389733_96078185,5659807626,609.954,665.783,6492,703524044
veh265,cluster_12197382_12197516_12197520_3069691780,672650549,624.771,692.407,6582,703524044
veh266,cluster_1960925501_26592981_26592991,5659829432,727.378,795.014,6518,703524044
veh267,4547130924,33053797,757.847,825.483,6608,703524044
veh268,26607515,2360806659,595.549,610.399,6663,34168007
veh269,3946375401,48677481,684.745,752.381,6791,703524044
veh270,cluster_24801621_24803600,25475828,551.605,620.636,6205,108368
veh271,cluster_1938018124_6024047911,182047119,673.469,680.491,6917,34168007
veh272,cluster_2689680246_3502505692_3502507801_3502507804_3502507806_3502507811_3502507818_3502507828_3502507830_3502507836_3502507858_3502507885,4872500552,601.612,670.643,6291,108368
veh273,1694551474,cluster_109376_47318732,601.714,669.350,6695,703524044
veh274,1360237843,1774147326,570.859,626.688,6669,703524044
veh275,5763430718,48709083,722.940,790.576,6787,703524044
veh276,4840732738,18060026,626.426,689.126,7005,34168007
veh277,5297943105,106861,647.379,703.401,6994,34168007
veh278,108290,2312962818,579.173,633.993,6818,34168007
veh279,27511134,5683492729,629.805,697.441,6973,703524044
veh280,1276861347,cluster_13795939_618311891,777.649,845.285,6875,703524044
veh281,858395757,900761801,735.979,803.615,6878,703524044
veh282,24498625,26662536,696.750,764.386,6970,703524044
veh283,1360237843,1699964747,666.288,754.442,6758,703524044
veh284,96084310,985081778,756.832,818.319,7156,703524044
veh285,109662,cluster_2462321770_25775353,656.283,712.112,6849,703524044
veh286,26592985,48695361,679.691,747.327,7061,703524044
veh287,5954973996,4040619145,620.857,688.493,7161,703524044
veh288,442864074,70768022,696.534,753.842,6494,108368
veh289,108354,4540828139,660.104,727.740,6890,703524044
veh290,392514202,cluster_10870249_265906284,632.956,688.785,7119,703524044
veh291,5196231076,110150,583.232,652.263,6565,108368
veh292,cluster_1141822830_198042_3926057436_3926057443,108432,723.190,790.826,7239,703524044
veh293,6551816711,5659854218,687.088,754.724,7055,703524044
veh294,27511250,4915768585,781.890,849.526,7147,703524044
veh295,148785207,1843097742,678.662,746.298,7063,703524044
veh296,2213529567,288164061,659.226,726.862,7158,703524044
veh297,26592969,48652523,724.546,792.182,7299,703524044
veh298,108349702,5961146244,609.723,680.472,6834,108368
veh299,1143598728,198235,759.865,813.841,7632,34168007
veh300,2527760562,31146375,627.512,642.362,7549,34168007
veh301,26389722,34214697,752.054,791.834,7649,34168007
veh302,4547130925,10929151,627.070,694.706,7416,703524044
veh303,26607500,249225288,580.934,644.318,7542,34168007
veh304,27511125,900761801,805.915,873.551,7607,703524044
veh305,469876309,2360786282,640.555,708.191,7502,703524044
veh306,5148672647,618348964,659.900,715.729,7480,703524044
veh307,26592073,4422675989,655.133,758.934,7399,1249708436
veh308,2322301370,26921264,778.102,792.952,7712,34168007
veh309,4984454001,2140126885,665.060,684.913,7054,108368
veh310,6017105718,2362216860,646.586,647.240,7812,34168007
veh311,4844725951,198257,715.755,783.391,7749,703524044
veh312,26592089,cluster_1135323656_2737313130,695.272,762.908,7779,703524044
veh313,6017105717,47223075,680.453,798.434,7578,1249708436
veh314,95960626,47223075,665.366,769.167,7670,1249708436
veh315,18129858,49479229,612.762,680.398,7876,703524044
veh316,26389736,18060029,727.439,783.268,7874,703524044
veh317,cluster_24801621_24803600,1163157561,663.788,696.262,7893,34168007
veh318,24792241,211328022,665.431,680.855,8000,34168007
veh319,26594440,900714126,761.504,776.354,8094,34168007
veh320,128332922,1766962611,680.085,699.192,7192,108368
veh321,26592984,25775295,680.272,747.908,7960,703524044
veh322,392513282,18056486,749.183,805.012,7928,703524044
veh323,26592999,1826845435,742.280,803.767,7865,703524044
veh324,96077146,25454977,575.363,610.412,7839,703524044
veh325,442864063,1163126604,724.208,739.058,8082,34168007
veh326,26593078,108647,708.428,775.099,7931,703524044
veh327,6169637661,31146378,656.339,683.892,8077,34168007
veh328,881874810,5830976700,644.554,663.661,7376,108368
veh329,5284375011,47855260,597.003,664.639,7868,703524044
veh330,858395757,106817,701.398,774.728,8053,703524044
veh331,108349702,108449,711.212,778.848,8147,703524044
veh332,26594444,48652523,766.567,834.203,8045,703524044
veh333,37878246,371517229,747.478,815.114,8290,703524044
veh334,2080482102,18060031,612.590,668.419,8018,703524044
veh335,cluster_1691189736_392514197,985081895,746.141,785.921,8348,34168007
veh336,302397746,25775386,735.319,802.955,8293,703524044
veh337,27089782,33053482,671.986,727.815,8295,703524044
veh338,26594439,47318699,647.555,715.191,8229,703524044
veh339,26592968,110173,641.110,708.746,8231,703524044
veh340,26592048,cluster_26396545_26396546,666.456,681.306,8346,34168007
veh341,1691695885,110148,570.713,641.462,7737,108368
veh342,18129881,6015916903,641.140,708.776,8133,703524044
veh343,1235827189,618311864,829.584,896.215,8436,34168007
veh344,866650037,cluster_18060034_48677470,780.658,848.294,8406,703524044
veh345,387845032,34167252,699.451,700.105,8532,34168007
veh346,3926057442,6002591200,689.239,756.875,8469,703524044
veh347,846861643,2360760471,524.350,600.666,8411,703524044
veh348,95986624,4540828161,716.739,784.375,8499,703524044
veh349,26389886,cluster_18055436_1838084485,590.254,694.055,8299,1249708436
veh350,846869626,392505801,597.120,669.667,8472,703524044
veh351,6017303621,6388312138,790.485,846.314,8776,703524044
veh352,cluster_12816133_2080485435,198236,679.617,733.593,8724,34168007
veh353,29049572,cluster_122526274_48932366,738.638,762.311,8812,34168007
veh354,447110753,33053482,694.380,719.047,8097,108368
veh355,12197702,cluster_28800345_3362649844,655.792,742.495,8686,703524044
veh356,37895701,419332719,642.713,719.029,8868,703524044
veh357,96072466,5076698102,633.457,701.093,8681,703524044
veh358,5196228800,106840,631.971,699.607,8689,703524044
veh359,3024783793,815340875,625.044,692.680,8781,703524044
veh360,3818359148,28800234,703.734,821.715,8842,1249708436
veh361,26607503,648861176,572.152,639.788,8866,703524044
veh362,cluster_26389819_6010588330,47223014,710.618,828.599,8750,1249708436
veh363,12197724,6508648090,497.130,573.446,8778,703524044
veh364,26389725,48644954,695.150,750.979,9134,703524044
veh365,1691695885,6512171668,571.254,638.890,8919,703524044
veh366,407098828,243509404,718.743,768.514,9339,34168007
veh367,1691695939,cluster_2462321770_25775353,638.966,706.602,8870,703524044
veh368,1275788949,21990620,624.633,731.335,8839,1249708436
veh369,cluster_26592078_5954974067,5688750645,787.545,854.176,9162,34168007
veh370,490256313,cluster_25475902_282712,541.837,645.676,9041,703524044
veh371,26592160,5659807623,655.524,723.160,9141,703524044
veh372,3541800133,21990620,579.247,671.769,8837,1249708436
veh373,24789842,3683048295,623.002,690.638,9225,703524044
veh374,53848981,5688750646,804.628,863.872,8524,108368
veh375,26592073,6388312136,746.033,813.669,9037,703524044
veh376,cluster_24501687_24501894,198264,721.910,785.556,8526,108368
veh377,109662,6015241104,748.387,804.657,9189,703524044
veh378,1782919603,cluster_1318375611_25581365,515.382,516.959,9256,34168007
veh379,18129872,5659848630,659.387,727.023,9136,703524044
veh380,4897234610,3309729113,681.895,737.724,9404,703524044
veh381,12816085,1763373556,611.341,678.977,9139,703524044
veh382,109709,4540828139,679.878,739.379,9121,703524044
veh383,866630794,5581601204,763.111,830.747,9406,703524044
veh384,cluster_26592975_96071420,cluster_106830_6199858766,686.598,754.234,9409,703524044
veh385,104397,2362220930,578.020,592.870,9241,34168007
veh386,cluster_109679_1691189628_3818359146_5904372083,1812773807,744.020,783.800,9554,34168007
veh387,988666349,47290730,627.498,693.915,9290,1249708436
veh388,109865,cluster_18056512_35340373,814.645,881.276,9635,34168007
veh389,37895701,618311865,886.715,953.346,9717,34168007
veh390,26389885,2153830617,581.416,662.183,9398,703524044
veh391,109864,33053481,595.094,658.912,9380,1249708436
veh392,12816120,106841,624.304,690.975,9459,703524044
veh393,3926025071,1826845409,772.217,839.853,9487,703524044
veh394,26389736,435104784,614.425,680.598,9395,703524044
veh395,cluster_5954974013_5954974014,296044908,688.671,703.521,9791,34168007
veh396,3955285606,28800258,614.314,718.115,9288,1249708436
veh397,27511134,2584009041,663.058,735.521,9484,703524044
veh398,96081286,648861171,665.544,727.031,9764,703524044
veh399,128332925,1163154928,742.750,752.035,9009,108368
veh400,26607512,cluster_18060013_6338662282_648861182,632.459,700.095,9767,703524044
veh401,4956552944,34223050,657.586,725.222,9951,703524044
veh402,442864074,6379830499,718.343,785.979,9946,703524044
veh403,4956552944,249225628,648.172,687.156,10054,34168007
veh404,27325235,1694505357,640.104,695.933,10125,703524044
veh405,24500536,cluster_26396545_26396546,656.130,670.980,9880,34168007
veh406,26592969,48655015,706.455,774.091,9769,703524044
veh407,26652959,5659848631,641.346,697.175,10128,703524044
veh408,27511220,5076698102,701.961,769.597,9849,703524044
veh409,677523031,2584020698,594.752,658.570,9830,1249708436
veh410,2322301373,10870255,661.441,729.077,10131,703524044
veh411,24500536,6015241183,837.604,901.250,9432,108368
veh412,2080482098,560720542,610.599,666.428,10004,703524044
veh413,26592030,26662539,711.784,779.420,10000,703524044
veh414,2967576607,106841,651.806,707.635,10002,703524044
veh415,1143598728,33053797,796.116,863.752,10024,703524044
veh416,4577496260,2669156761,602.310,669.946,10183,703524044
veh417,677523034,985081806,727.384,792.122,10145,34168007
veh418,26592120,6525672671,567.192,662.474,10179,703524044
veh419,26592979,2462321758,664.892,731.272,10185,703524044
veh420,1276498110,1841352339,701.438,733.912,10233,34168007
veh421,cluster_24801621_24803600,752177873,596.647,663.839,10098,1249708436
veh422,990934497,cluster_108433_48310089,724.214,791.850,10294,703524044
veh423,27511085,5213494418,746.748,800.724,10353,34168007
veh424,2213529569,31081178,578.776,593.626,10327,34168007
veh425,26389726,3362649837,724.577,780.406,10359,703524044
veh426,26592976,4037557120,604.142,671.778,10391,703524044
veh427,1277062202,31146496,707.419,722.269,10609,34168007
veh428,1270150721,107358,788.907,855.538,10334,34168007
veh429,26389728,2584009068,623.078,688.589,10362,703524044
veh430,2324444316,34104964,751.948,812.157,9819,108368
veh431,12816085,900714122,681.776,696.626,10446,34168007
veh432,2322301373,46626064,715.710,730.560,10801,34168007
veh433,4760947342,6003744695,611.702,679.338,10539,703524044
veh434,866631108,48705232,729.234,798.265,9981,108368
veh435,21669659,25477234,577.568,641.386,10369,1249708436
veh436,469876316,cluster_1238283104_26406602,695.821,782.612,10460,1249708436
veh437,1268041132,33053795,843.131,895.566,10699,34168007
veh438,24826872,48646866,678.171,727.320,10062,108368
veh439,3502507840,752177873,606.425,674.061,10567,703524044
veh440,988666357,430771064,652.040,723.670,10072,108368
veh441,5152685517,900714134,710.581,711.235,10687,34168007
veh442,1685947961,49529674,661.080,676.504,10872,34168007
veh443,24261940,cluster_1972650335_31081144,624.396,639.246,10962,34168007
veh444,276558,1848744537,734.659,740.971,10887,34168007
veh445,24500521,4964991729,640.044,703.690,10145,108368
veh446,26592030,1692502330,619.347,686.983,10844,703524044
veh447,cluster_3816952030_5198842663_5198842665_5198842673_5198842674_5198842676_88760480,cluster_618311885_900771054,878.070,944.701,11237,34168007
veh448,2322279896,1694591960,561.049,626.883,10932,703524044
veh449,1188912856,1163154928,671.109,671.763,10957,34168007
veh450,6017105716,900761801,774.493,830.322,10989,703524044
veh451,37898074,308840002,654.300,730.616,11261,703524044
veh452,306464193,5961146259,613.941,686.488,10992,703524044
veh453,26389702,109382,669.110,724.939,10808,703524044
veh454,18129881,659503962,689.232,756.868,10923,703524044
veh455,24789239,108558,656.014,670.864,11134,34168007
veh456,1784648709,198276,733.265,787.241,11229,34168007
veh457,26593458,107358,869.100,935.731,11328,34168007
veh458,95991143,1163157556,731.827,745.998,11317,34168007
veh459,1691189779,cluster_28800369_48300372,635.672,691.501,11169,703524044
veh460,3926057440,110191,728.935,832.736,11270,1249708436
veh461,442864061,31146378,772.008,799.561,11403,34168007
veh462,4840732734,18056488,683.367,751.003,11287,703524044
veh463,1694551474,48705202,677.736,745.372,11292,703524044
veh464,276559,560720542,687.475,748.962,11440,703524044
veh465,448515805,251626702,648.213,704.042,11202,703524044
veh466,26389887,198276,701.129,755.105,11323,34168007
veh467,2681420503,cluster_28800458_34167960,603.293,651.284,11504,34168007
veh468,109717,49529684,611.881,627.305,11333,34168007
veh469,5152685517,198270,703.741,738.174,11417,34168007
veh470,242199531,198270,770.049,818.678,11510,34168007
veh471,25507334,6015241144,729.519,796.150,11410,34168007
veh472,31200015,2584020709,661.963,734.426,11382,703524044
veh473,95985909,cluster_1841340870_28800409,692.424,760.060,11375,703524044
